Date,Open,High,Low,Close,Volume
10-Jul-13,2.30,2.35,2.25,2.30,126727
9-Jul-13,2.36,2.39,2.27,2.32,220613
8-Jul-13,2.56,2.56,2.31,2.37,291308
5-Jul-13,2.50,2.50,2.37,2.48,132802
3-Jul-13,2.48,2.65,2.44,2.50,615284
2-Jul-13,2.09,2.43,2.05,2.39,433810
1-Jul-13,2.00,2.14,2.00,2.08,172280
28-Jun-13,2.00,2.14,1.97,2.02,1348533
27-Jun-13,2.04,2.08,2.00,2.04,180295
26-Jun-13,2.09,2.11,2.00,2.06,125736
25-Jun-13,2.01,2.12,2.01,2.11,202121
24-Jun-13,2.06,2.09,1.97,2.01,224036
21-Jun-13,1.95,2.17,1.94,2.09,289675
20-Jun-13,1.95,2.03,1.95,1.96,153281
19-Jun-13,2.02,2.09,1.96,2.03,207668
18-Jun-13,2.00,2.08,1.88,2.01,259081
17-Jun-13,2.15,2.15,1.84,1.92,496299
14-Jun-13,2.18,2.34,1.90,2.06,829873
13-Jun-13,2.01,2.30,1.95,2.18,973302
12-Jun-13,1.90,2.00,1.86,1.95,291491
11-Jun-13,1.77,1.94,1.75,1.90,709476
10-Jun-13,1.69,1.77,1.66,1.75,1178101
7-Jun-13,1.67,1.75,1.65,1.69,317229
6-Jun-13,1.63,1.70,1.60,1.63,49339
5-Jun-13,1.65,1.70,1.63,1.64,71987
4-Jun-13,1.63,1.69,1.63,1.66,76095
3-Jun-13,1.66,1.69,1.63,1.64,70391
31-May-13,1.74,1.74,1.62,1.66,134872
30-May-13,1.72,1.75,1.63,1.68,191841
29-May-13,1.76,1.77,1.70,1.70,47344
28-May-13,1.73,1.80,1.70,1.74,36895
24-May-13,1.74,1.77,1.69,1.71,57182
23-May-13,1.70,1.84,1.70,1.76,126581
22-May-13,1.66,1.81,1.64,1.71,417035
21-May-13,1.65,1.70,1.64,1.67,210422
20-May-13,1.64,1.66,1.61,1.64,93622
17-May-13,1.65,1.72,1.63,1.64,68271
16-May-13,1.54,1.68,1.54,1.63,144723
15-May-13,1.56,1.56,1.52,1.54,46787
14-May-13,1.51,1.57,1.51,1.56,26453
13-May-13,1.55,1.57,1.51,1.51,25034
10-May-13,1.56,1.56,1.50,1.54,125736
9-May-13,1.53,1.57,1.51,1.54,48293
8-May-13,1.50,1.54,1.50,1.52,64235
7-May-13,1.54,1.58,1.49,1.51,102083
6-May-13,1.52,1.57,1.52,1.55,37097
3-May-13,1.59,1.63,1.48,1.53,240152
2-May-13,1.54,1.59,1.54,1.57,70744
1-May-13,1.58,1.59,1.55,1.56,63083
30-Apr-13,1.60,1.62,1.59,1.60,27566
29-Apr-13,1.60,1.61,1.59,1.61,3530
26-Apr-13,1.62,1.62,1.59,1.60,46803
25-Apr-13,1.60,1.65,1.58,1.62,49938
24-Apr-13,1.58,1.63,1.58,1.61,12812
23-Apr-13,1.63,1.63,1.60,1.61,12536
22-Apr-13,1.60,1.63,1.59,1.60,30070
19-Apr-13,1.58,1.61,1.56,1.60,37102
18-Apr-13,1.59,1.64,1.57,1.57,60142
17-Apr-13,1.60,1.60,1.58,1.59,27379
